round,test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1952,2.2379,495.2512,10741.6435,11236.8947
1,0.3030,2.1606,495.2512,495.2512,990.5023
2,0.3915,2.0801,495.2512,495.2512,990.5023
3,0.4835,1.9957,495.2512,495.2512,990.5023
4,0.5430,1.9083,495.2512,10741.6435,11236.8947
5,0.6075,1.8196,495.2512,495.2512,990.5023
6,0.6569,1.7302,495.2512,495.2512,990.5023
7,0.6938,1.6407,495.2512,495.2512,990.5023
8,0.7606,1.5478,495.2512,10741.6435,11236.8947
9,0.7766,1.4593,495.2512,495.2512,990.5023
10,0.7863,1.3730,495.2512,495.2512,990.5023
11,0.7912,1.2902,495.2512,495.2512,990.5023
12,0.7717,1.2105,495.2512,10741.6435,11236.8947
13,0.7807,1.1370,495.2512,495.2512,990.5023
14,0.7899,1.0681,495.2512,495.2512,990.5023
15,0.8003,1.0046,495.2512,495.2512,990.5023
16,0.8147,0.9413,495.2512,10741.6435,11236.8947
17,0.8221,0.8866,495.2512,495.2512,990.5023
18,0.8280,0.8378,495.2512,495.2512,990.5023
19,0.8345,0.7925,495.2512,495.2512,990.5023
20,0.8398,0.7509,495.2512,10741.6435,11236.8947
21,0.8435,0.7139,495.2512,495.2512,990.5023
22,0.8485,0.6803,495.2512,495.2512,990.5023
23,0.8511,0.6501,495.2512,495.2512,990.5023
24,0.8490,0.6221,495.2512,10741.6435,11236.8947
25,0.8527,0.5971,495.2512,495.2512,990.5023
26,0.8551,0.5743,495.2512,495.2512,990.5023
27,0.8569,0.5543,495.2512,495.2512,990.5023
28,0.8581,0.5367,495.2512,10741.6435,11236.8947
29,0.8591,0.5209,495.2512,495.2512,990.5023
30,0.8604,0.5057,495.2512,495.2512,990.5023
31,0.8618,0.4922,495.2512,495.2512,990.5023
32,0.8619,0.4790,495.2512,10741.6435,11236.8947
33,0.8624,0.4687,495.2512,495.2512,990.5023
34,0.8633,0.4586,495.2512,495.2512,990.5023
35,0.8637,0.4493,495.2512,495.2512,990.5023
36,0.8645,0.4406,495.2512,10741.6435,11236.8947
37,0.8656,0.4328,495.2512,495.2512,990.5023
38,0.8663,0.4254,495.2512,495.2512,990.5023
39,0.8663,0.4176,495.2512,495.2512,990.5023
40,0.8672,0.4109,495.2512,10741.6435,11236.8947
41,0.8680,0.4049,495.2512,495.2512,990.5023
42,0.8685,0.3992,495.2512,495.2512,990.5023
43,0.8693,0.3945,495.2512,495.2512,990.5023
44,0.8699,0.3889,495.2512,10741.6435,11236.8947
45,0.8703,0.3836,495.2512,495.2512,990.5023
46,0.8711,0.3792,495.2512,495.2512,990.5023
47,0.8715,0.3751,495.2512,495.2512,990.5023
48,0.8714,0.3710,495.2512,10741.6435,11236.8947
49,0.8720,0.3669,495.2512,495.2512,990.5023
50,0.8721,0.3638,495.2512,495.2512,990.5023
51,0.8726,0.3595,495.2512,495.2512,990.5023
52,0.8733,0.3568,495.2512,10741.6435,11236.8947
53,0.8733,0.3531,495.2512,495.2512,990.5023
54,0.8736,0.3500,495.2512,495.2512,990.5023
55,0.8735,0.3472,495.2512,495.2512,990.5023
56,0.8745,0.3445,495.2512,10741.6435,11236.8947
57,0.8742,0.3414,495.2512,495.2512,990.5023
58,0.8745,0.3387,495.2512,495.2512,990.5023
59,0.8751,0.3367,495.2512,495.2512,990.5023
60,0.8757,0.3337,495.2512,10741.6435,11236.8947
61,0.8762,0.3310,495.2512,495.2512,990.5023
62,0.8766,0.3300,495.2512,495.2512,990.5023
63,0.8769,0.3264,495.2512,495.2512,990.5023
64,0.8769,0.3247,495.2512,10741.6435,11236.8947
65,0.8773,0.3227,495.2512,495.2512,990.5023
66,0.8777,0.3210,495.2512,495.2512,990.5023
67,0.8780,0.3189,495.2512,495.2512,990.5023
68,0.8782,0.3170,495.2512,10741.6435,11236.8947
69,0.8782,0.3151,495.2512,495.2512,990.5023
70,0.8786,0.3134,495.2512,495.2512,990.5023
71,0.8788,0.3116,495.2512,495.2512,990.5023
72,0.8789,0.3096,495.2512,10741.6435,11236.8947
73,0.8785,0.3079,495.2512,495.2512,990.5023
74,0.8788,0.3067,495.2512,495.2512,990.5023
75,0.8787,0.3056,495.2512,495.2512,990.5023
76,0.8795,0.3030,495.2512,10741.6435,11236.8947
77,0.8793,0.3020,495.2512,495.2512,990.5023
78,0.8795,0.3010,495.2512,495.2512,990.5023
79,0.8799,0.2994,495.2512,495.2512,990.5023
80,0.8797,0.2973,495.2512,10741.6435,11236.8947
81,0.8798,0.2968,495.2512,495.2512,990.5023
82,0.8801,0.2950,495.2512,495.2512,990.5023
83,0.8803,0.2946,495.2512,495.2512,990.5023
84,0.8802,0.2928,495.2512,10741.6435,11236.8947
85,0.8803,0.2914,495.2512,495.2512,990.5023
86,0.8809,0.2899,495.2512,495.2512,990.5023
87,0.8812,0.2894,495.2512,495.2512,990.5023
88,0.8815,0.2885,495.2512,10741.6435,11236.8947
89,0.8817,0.2873,495.2512,495.2512,990.5023
90,0.8818,0.2866,495.2512,495.2512,990.5023
91,0.8820,0.2860,495.2512,495.2512,990.5023
92,0.8817,0.2840,495.2512,10741.6435,11236.8947
93,0.8819,0.2824,495.2512,495.2512,990.5023
94,0.8822,0.2820,495.2512,495.2512,990.5023
95,0.8824,0.2812,495.2512,495.2512,990.5023
96,0.8833,0.2806,495.2512,10741.6435,11236.8947
97,0.8830,0.2796,495.2512,495.2512,990.5023
98,0.8832,0.2785,495.2512,495.2512,990.5023
99,0.8833,0.2777,495.2512,495.2512,990.5023
100,0.8835,0.2766,495.2512,10741.6435,11236.8947
